,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,id_int,site_id_int,site_domain_int,site_category_int,app_id_int,app_domain_int,app_category_int,device_id_int,device_ip_int,device_model_int
4295,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-8952855184462372414,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2490160660307684445,-6351624509581666973
4296,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,8904423710249763937,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5960888401168352251,-3203218385020632329
4297,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,8954953097826707664,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1546657189285789969,8597697701124467158
4298,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,3757162302464345082,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8982896288897354205,-9068659649458215538
4299,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,7011337109445669851,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3702316640111756853,3553263535699696302
4300,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-3767444542073490454,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1639384000691894418,4820885848145593786
4301,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-2343783940641480086,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3268432739400841468,-2816508552598089815
4302,0,14102100,1005,0,1,3,20596,320,50,2161,0,35,100205,157,8670060397852088475,8629950133425947508,111604357524640377,-2414393451864678829,-6216398613513937091,-8869963860572748104,7598674530867915909,-1186545347097212484,-3648551034465909996,5878430276307083028
4303,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,-985183160711410325,4743818633836093546,6555337393311517368,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8992787469774475281,3123145737817625675
4304,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,1166301911280683395,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,8881650690449931195,-1733728029895404273
4305,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100083,79,-8012062131670005270,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5378211984442098848,4360097529057734809
4306,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-2436971313179879103,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,331539528626509189,2772345996485759295
4307,0,14102100,1005,1,1,0,16615,320,50,1863,3,39,-1,23,-8268999727610932788,2362664956477857802,8033426486830027848,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6707549320268868018,4848720306080897773
4308,0,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,4929495874687949994,-5002982258106992296,-2205168921301951712,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8029722880892041828,-5510895692143919734
4309,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,967888561383783780,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,-3518045965299665547,3816568152193749406,5464422721975916386
4310,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-127578347266575313,8629950133425947508,111604357524640377,-2414393451864678829,4169716051489656511,-6179705746191220476,4844916605846005300,-3518045965299665547,-5798696517021334173,8253293891623749504
4311,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,100050,117,-4225744475771374001,8629950133425947508,111604357524640377,-2414393451864678829,6391360779523085295,8511753678100510838,4844916605846005300,-4460144770735330554,7085943413814020722,-1979458889321720770
4312,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-6595780494481219562,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1845057933536964633,-1979458889321720770
4313,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,1004756081181758919,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-625846001345063142,6098786755126806170
4314,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-6068219772150318696,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1856443784783233250,-6178101760675651881
4315,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,1958756496366047224,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,1916953203174823617,-6046843993302256576
4316,0,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-3154279510398668573,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4800145302687249768,5978382612376771661
4317,0,14102100,1005,1,1,0,20007,320,50,2283,0,163,-1,95,1454250096198945129,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3690614079488842039,2300328987730372231
4318,0,14102100,1005,1,1,0,6616,320,50,576,2,35,-1,32,4478729084273270968,4089364535609246112,-5412176534172857504,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6619266080859919476,-6351624509581666973
4319,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-2610126927388192436,-3312401922539532671,-3568176610841147138,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3650504830278600516,-6351624509581666973
4320,1,14102100,1005,0,1,0,19016,300,250,2162,2,39,-1,33,-3362353948173810410,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3530307975097844941,-273422688234467771
4321,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7126386089306442912,4663828418375991918,-3031945133231986518,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8185714580536436645,1472053481371304681
4322,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,100233,117,9091797885816150628,8629950133425947508,111604357524640377,-2414393451864678829,6432338210915949979,8511753678100510838,-3690605714457023166,-5583006033728650872,8093901375213621363,1756843521742892823
4323,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-590343039784099157,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,7754709905789351877,7279134615768328035
4324,1,14102100,1002,0,0,0,21661,320,50,2446,3,171,100228,156,-2474787039491069206,478928268242111831,111604357524640377,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-8059755976617549330,-7702331896767450863,-6105785906840430799
4325,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,8642369285241266780,8629950133425947508,111604357524640377,-2414393451864678829,1019203843673676796,-6327619399419000028,4844916605846005300,-3518045965299665547,5947000227001583067,8094068153529713287
4326,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,100083,79,-8578555849143086685,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1741457115030760267,3619324331441861614
4327,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,3319183270350298317,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,9211479254206209539,-6351624509581666973
4328,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100083,79,-4418519622437002437,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1316254677856357079,4739446670573367236
4329,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-4572006541336336699,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8547256109059401685,7119642937421895456
4330,0,14102100,1005,1,1,0,6563,320,50,572,2,39,-1,32,-2393327705762753954,7153451114903387139,-8200604644668854278,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7740600095130833984,3834569492803145562
4331,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,3562448605410073862,-6989217011279992995,-2170154065774416367,-7038547838583795797,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2509985470713988841,-7640128113763281063
4332,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,-1,48,-920789684815802984,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5166611397230005673,3553263535699696302
4333,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-76620927071542613,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8339443042418437792,-8526030968756584421
4334,1,14102100,1005,0,1,0,20345,300,250,2331,2,39,100034,23,2887264799101521147,3638998141550642658,4852775212303933258,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4142517260526092418,-5741914777763952360
4335,0,14102100,1005,0,1,0,20346,300,250,2331,2,39,-1,23,-8019047392497322873,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2008514684997371519,-7276740779715234102
4336,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-2836667132491151720,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,7791386733467758689,2669779472446537097
4337,0,14102100,1002,0,0,0,21660,320,50,2446,3,171,100228,156,1103041583198262932,478928268242111831,111604357524640377,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,2410745146982222622,-7320020854283681814,-6105785906840430799
4338,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,5517833085425661445,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2220366478460398752,-6351624509581666973
4339,0,14102100,1005,0,1,3,16263,320,50,1528,3,39,-1,23,4938748369900876811,8629950133425947508,111604357524640377,-2414393451864678829,8467682082009759696,-6327619399419000028,-1810359225251949021,-3518045965299665547,3638434385985331188,-606599277548581006
4340,0,14102100,1005,0,1,0,20970,320,50,2372,0,813,-1,46,3782208294921505246,-350735844085113625,8033426486830027848,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7922126776584584360,-1604427611588358033
4341,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-6673613581810643691,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4902895488049471586,-1489036081903642125
4342,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,5466352232422739585,8629950133425947508,111604357524640377,-2414393451864678829,1949103638040239747,-904227634758625487,4844916605846005300,-3518045965299665547,-7385022005853180165,3465921110270988743
4343,0,14102100,1005,1,1,2,18993,320,50,2161,0,35,-1,157,1819601194307779476,-7882589242697907900,2830183906728829591,3507873550302098068,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4731312930365360492,-8680195434297545360
4344,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,5736067784438413767,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1370457928441715464,-1919646506324094510
4345,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,7713415443974901830,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2023239210788602726,282281965402865420
4346,0,14102100,1005,0,1,3,18993,320,50,2161,0,35,-1,157,706687847244792464,8629950133425947508,111604357524640377,-2414393451864678829,-3616411642992044787,-6327619399419000028,-7914353429194626975,-1388505496875300966,759707885990393336,5978382612376771661
4347,0,14102100,1005,0,1,0,16859,320,50,1887,3,39,100194,23,4549776258760167256,4811967483667401637,-6465829603989581284,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4757110860509500114,-6546449631235521555
4348,0,14102100,1002,0,0,0,21685,320,50,2496,3,167,100191,23,-8188612034132840461,478928268242111831,111604357524640377,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-7765729365089349732,644199831716806990,47424301701698708
4349,1,14102100,1002,0,0,0,17081,320,50,1921,3,47,100075,23,6187787288089538441,4847805228262439621,1040559884167383435,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-9181757200268100671,-7721280601213797236,8446190496569165700
4350,1,14102100,1005,1,1,0,20359,216,36,2333,0,39,-1,157,3064884112653230914,-5002982258106992296,-2205168921301951712,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6795543418652654034,5040047166956912583
4351,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,8302842980821493033,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5046070946384506528,1717560400253012656
4352,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3780828581364050705,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,7407322807648720085,9197397757978036876
4353,0,14102100,1005,0,1,0,20980,320,50,2371,0,551,100215,46,321125515713170747,8629950133425947508,111604357524640377,-2414393451864678829,-2828222101294193735,-904227634758625487,4844916605846005300,-3518045965299665547,907295368069922492,-9183462274507333343
4354,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-2586945744787516417,8629950133425947508,111604357524640377,-2414393451864678829,-247353148104605489,-6327619399419000028,-4840563325561674567,-3518045965299665547,-5326775772055218486,-4661151144573550689
4355,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,2756028937663568233,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5660010981747812372,8203601497312977754
4356,0,14102100,1005,0,1,0,18314,320,50,2083,0,169,100156,111,-4485263803054215029,5603178155900385728,1864581853189975715,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4700201162931332010,-892956886452796510
4357,0,14102100,1005,0,1,3,18993,320,50,2161,0,35,100048,157,5428674731958179420,8629950133425947508,111604357524640377,-2414393451864678829,-855051318624248800,-6327619399419000028,4844916605846005300,-7214186179678594916,6564689062708896677,-5027562934616237773
4358,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-6568237470173436377,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1713718970490367306,9197397757978036876
4359,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,2368271072047602812,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2101412636749166080,-3203218385020632329
4360,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,-95604429835754258,8629950133425947508,111604357524640377,-2414393451864678829,-5283606391359907380,-6327619399419000028,-4840563325561674567,-3518045965299665547,494238437508175143,-3045051587222025656
4361,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,605502670270282006,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-9222263330172916907,-4096095162803258647
4362,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,5001122757767892043,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,3142535101216474936,1631163272416548815,4374670311249300284
4363,1,14102100,1005,0,1,0,6560,320,50,571,2,39,100048,32,5998735213042884416,8629950133425947508,111604357524640377,-2414393451864678829,-3881741946088249013,-6327619399419000028,4844916605846005300,6931405854010728940,-6018716001805932270,-6423372968870288569
4364,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-255470805124309597,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7093459923321653986,-1489036081903642125
4365,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,5217922097299868861,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8643842318940177956,4919419264077930608
4366,1,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,7326196704293848578,-3323814743234198665,-979846969194223621,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-2129078115106759034,8145188182697219935,-1606891057416950238
4367,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,1029412824874890291,-3312401922539532671,-3568176610841147138,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2761586718633074564,-5627465222067390417
4368,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7403452598390774494,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7982568839290076249,3553263535699696302
4369,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,1501271775159937778,-3312401922539532671,-3568176610841147138,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3924095123388586944,282281965402865420
4370,1,14102100,1005,1,1,0,15706,320,50,1722,0,35,-1,79,2965561893272156047,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2323505878249271073,-6351624509581666973
4371,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,6228010527122581985,-2215538671691089308,450096371688788958,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6676958752146097687,4360097529057734809
4372,0,14102100,1002,0,0,0,17914,320,50,2043,2,39,100084,32,-8889316246350444787,-314232521116273458,575062453248098694,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-2805412688335034829,-7475533993930722484,-1053510417212186999
4373,0,14102100,1005,0,1,0,19665,320,50,2253,2,303,100128,52,-3140974978334996319,-7889472591249861757,-4693539028308983508,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2347698809682526485,6164446848082614669
4374,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-3796058536242813983,5648329286983610456,7421455112930957893,885715277795203547,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6862306560190776909,-4306447808597104999
4375,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,4805120994353865776,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8214113446171412738,7201156694888294729
4376,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-1790872111027290820,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1280046145402638826,-5027562934616237773
4377,1,14102100,1005,1,1,0,18092,320,50,2060,3,39,-1,23,-4435329960094976835,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7347349858186268224,-8474013510005073894
4378,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-9205490484010615100,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8736744961555924465,-4017719625710052202
4379,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-735631306927471997,8629950133425947508,111604357524640377,-2414393451864678829,-5019445241186748898,133654332410032911,4844916605846005300,-3518045965299665547,401250207905834190,-5909839701104677623
4380,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,1316358127665482149,-441530144992669657,-8090246638762078290,3507873550302098068,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-1401710442787588316,3604274954607461578
4381,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,7588771076731160166,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,-954485919276283380,-6046843993302256576
4382,0,14102100,1010,1,4,3,16011,320,50,1769,0,673,-1,101,4641529423857323804,8629950133425947508,111604357524640377,-2414393451864678829,-188183206214348363,8511753678100510838,4844916605846005300,-5224764009260058845,4799944715002398846,-6903949797263460282
4383,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,7490169722486595471,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5926438834282221712,-5027562934616237773
4384,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,8043519515686493739,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-15358551771447341,282281965402865420
4385,0,14102100,1002,0,0,0,21296,300,50,2446,3,171,100228,156,-26151355032384562,478928268242111831,111604357524640377,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-684163581832351267,-6534643808039889830,-6105785906840430799
4386,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-505704679707190351,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,-6234518109575388488,-6046843993302256576
4387,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,-1,79,-8361581321610463802,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2220366478460398752,-5447042282599780154
4388,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-4669376168829139972,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,-64594458125505029,2253605036659876326
4389,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,-9029255905443126045,8629950133425947508,111604357524640377,-2414393451864678829,6391360779523085295,8511753678100510838,4844916605846005300,-4855976798776193968,-3461506260042430310,-6552804518612983854
4390,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-8466914179868222693,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3924898290896298326,8428001498352507753
4391,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100210,157,3147031151362113636,5648329286983610456,7421455112930957893,885715277795203547,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2112887426015162718,3553263535699696302
4392,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,3574678347943041188,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-870759687864057292,2965369251169064031
4393,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100130,157,1482254388574728105,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4411282409617131634,2300328987730372231
4394,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,3792972909014565449,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8546889781823390203,3619324331441861614
4395,0,14102100,1005,1,1,0,20352,320,50,2333,0,39,-1,157,-2442045643883145517,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5280817296586667506,7119642937421895456
4396,1,14102100,1005,0,1,2,17654,300,250,1994,2,39,100084,33,-2527466866971088159,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,151131214318512024,-803839732893956688
4397,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,3443127163436001791,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6377583270545455996,6140072870404228886
4398,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-2898905417977227935,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6157828791029595951,-6351624509581666973
4399,1,14102100,1005,1,1,0,6559,320,50,571,2,39,-1,32,1554695480197745614,-5002982258106992296,-2205168921301951712,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4323333614062777214,7119642937421895456
4400,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5831401165583018040,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4831628697735468254,8597697701124467158
4401,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,7138418757379929985,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,1757431469579843941,-6046843993302256576
4402,0,14102100,1005,1,1,0,15703,320,50,1722,0,35,-1,79,7909151681859733330,-641975627517988525,-8200604644668854278,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4445814419863966807,1267854768387872473
4403,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,6637475995081348180,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,598409066381949267,3553263535699696302
4404,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-8278008994675069800,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,9005429511405914087,-3203218385020632329
4405,1,14102100,1005,1,1,0,19772,320,50,2227,0,687,-1,48,7120313961480077979,2580369917981604860,2139018637717015961,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4656981673033664044,-552500779743416596
4406,0,14102100,1005,0,1,0,20632,320,50,2374,3,39,-1,23,-1818587576711086684,8629950133425947508,111604357524640377,-2414393451864678829,-5283606391359907380,-6327619399419000028,-4840563325561674567,-3518045965299665547,-1277186068812258314,3553263535699696302
4407,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,672692088579047844,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1384084777401701900,-2816508552598089815
